"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10406742"	"0.85384"	"5.93e-01"	"-5.54e-01"	"-5.61374"	"-5.73e-02"	"Poc5"	"POC5 centriolar protein"
"10338569"	"0.85384"	"5.93e-01"	"-5.54e-01"	"-5.61374"	"-2.59e-01"	""	""
"10344407"	"0.85386"	"5.93e-01"	"-5.54e-01"	"-5.61379"	"-9.99e-02"	""	""
"10507418"	"0.85386"	"5.93e-01"	"5.54e-01"	"-5.61382"	"6.01e-02"	"Eif2b3"	"eukaryotic translation initiation factor 2B, subunit 3"
"10505837"	"0.85386"	"5.93e-01"	"-5.54e-01"	"-5.61383"	"-6.70e-02"	"Mir491"	"microRNA 491"
"10338043"	"0.85386"	"5.93e-01"	"5.53e-01"	"-5.61386"	"5.23e-02"	""	""
"10355763"	"0.85386"	"5.93e-01"	"-5.53e-01"	"-5.61387"	"-5.53e-02"	"Atg9a"	"autophagy related 9A"
"10398578"	"0.85386"	"5.93e-01"	"5.53e-01"	"-5.61387"	"5.93e-02"	"Tecpr2"	"tectonin beta-propeller repeat containing 2"
"10507804"	"0.85394"	"5.93e-01"	"-5.53e-01"	"-5.61394"	"-5.73e-02"	"Trit1"	"tRNA isopentenyltransferase 1"
"10401267"	"0.85397"	"5.93e-01"	"5.53e-01"	"-5.61399"	"5.52e-02"	"Dcaf5"	"DDB1 and CUL4 associated factor 5"
"10372060"	"0.85397"	"5.93e-01"	"-5.53e-01"	"-5.61402"	"-5.45e-02"	"Cradd"	"CASP2 and RIPK1 domain containing adaptor with death domain"
"10367076"	"0.85397"	"5.93e-01"	"5.53e-01"	"-5.61407"	"8.50e-02"	"Prim1"	"DNA primase, p49 subunit"
"10404407"	"0.85397"	"5.93e-01"	"5.53e-01"	"-5.61408"	"1.05e-01"	"Foxc1"	"forkhead box C1"
"10384092"	"0.85397"	"5.93e-01"	"-5.53e-01"	"-5.61409"	"-8.16e-02"	"Nudcd3"	"NudC domain containing 3"
"10341177"	"0.85397"	"5.93e-01"	"5.53e-01"	"-5.61409"	"9.62e-02"	""	""
"10344148"	"0.85397"	"5.93e-01"	"5.53e-01"	"-5.61409"	"1.11e-01"	""	""
"10407126"	"0.854"	"5.93e-01"	"5.53e-01"	"-5.61416"	"1.29e-01"	"Plk2"	"polo-like kinase 2"
"10584870"	"0.854"	"5.93e-01"	"5.53e-01"	"-5.61416"	"6.83e-02"	"Tmprss13"	"transmembrane protease, serine 13"
"10459241"	"0.854"	"5.93e-01"	"5.53e-01"	"-5.61418"	"6.80e-02"	"Afap1l1"	"actin filament associated protein 1-like 1"
"10346109"	"0.854"	"5.93e-01"	"-5.53e-01"	"-5.61418"	"-9.24e-02"	"Dnah7b"	"dynein, axonemal, heavy chain 7B"
"10360589"	"0.85423"	"5.94e-01"	"5.53e-01"	"-5.61437"	"8.65e-02"	"Ahctf1"	"AT hook containing transcription factor 1"
"10340271"	"0.85423"	"5.94e-01"	"5.53e-01"	"-5.61438"	"8.61e-02"	""	""
"10344157"	"0.85423"	"5.94e-01"	"-5.52e-01"	"-5.61445"	"-2.28e-01"	""	""
"10342829"	"0.85423"	"5.94e-01"	"-5.52e-01"	"-5.61446"	"-1.30e-01"	""	""
"10378068"	"0.85423"	"5.94e-01"	"5.52e-01"	"-5.61448"	"5.67e-02"	"Xaf1"	"XIAP associated factor 1"
"10605629"	"0.85423"	"5.94e-01"	"-5.52e-01"	"-5.61448"	"-5.48e-02"	""	""
"10347362"	"0.85423"	"5.94e-01"	"-5.52e-01"	"-5.6145"	"-7.07e-02"	"Mir26b"	"microRNA 26b"
"10579969"	"0.85423"	"5.94e-01"	"-5.52e-01"	"-5.61452"	"-7.58e-02"	"Zfp330"	"zinc finger protein 330"
"10364072"	"0.85423"	"5.94e-01"	"5.52e-01"	"-5.61453"	"5.58e-02"	"Ggt5"	"gamma-glutamyltransferase 5"
"10382028"	"0.85423"	"5.94e-01"	"5.52e-01"	"-5.61454"	"7.34e-02"	"Map3k3"	"mitogen-activated protein kinase kinase kinase 3"
"10414325"	"0.85423"	"5.94e-01"	"-5.52e-01"	"-5.61454"	"-1.14e-01"	"Cgrrf1"	"cell growth regulator with ring finger domain 1"
"10571005"	"0.85423"	"5.94e-01"	"5.52e-01"	"-5.61456"	"5.77e-02"	"D830025C05Rik"	"RIKEN cDNA D830025C05 gene"
"10432799"	"0.85423"	"5.94e-01"	"-5.52e-01"	"-5.61457"	"-5.34e-02"	"Krt71"	"keratin 71"
"10556005"	"0.85424"	"5.94e-01"	"5.52e-01"	"-5.6146"	"6.97e-02"	"Ilk"	"integrin linked kinase"
"10338869"	"0.85424"	"5.94e-01"	"5.52e-01"	"-5.61463"	"1.03e-01"	""	""
"10342284"	"0.85424"	"5.94e-01"	"5.52e-01"	"-5.61466"	"1.91e-01"	""	""
"10489463"	"0.85424"	"5.94e-01"	"5.52e-01"	"-5.61466"	"1.89e-01"	"Slpi"	"secretory leukocyte peptidase inhibitor"
"10338996"	"0.85424"	"5.94e-01"	"-5.52e-01"	"-5.61467"	"-1.24e-01"	""	""
"10530731"	"0.85426"	"5.94e-01"	"-5.52e-01"	"-5.6147"	"-6.23e-02"	""	""
"10458314"	"0.85426"	"5.94e-01"	"5.52e-01"	"-5.61474"	"9.45e-02"	"Tmem173"	"transmembrane protein 173"
"10551803"	"0.85426"	"5.94e-01"	"5.52e-01"	"-5.61474"	"7.36e-02"	"Zfp568"	"zinc finger protein 568"
"10338603"	"0.85431"	"5.94e-01"	"-5.52e-01"	"-5.61479"	"-1.02e-01"	""	""
"10338710"	"0.85431"	"5.94e-01"	"5.52e-01"	"-5.6148"	"2.10e-01"	""	""
"10342042"	"0.85435"	"5.94e-01"	"5.52e-01"	"-5.61488"	"1.54e-01"	""	""
"10518201"	"0.85435"	"5.94e-01"	"-5.52e-01"	"-5.61489"	"-7.43e-02"	"Pramef12"	"PRAME family member 12"
"10576532"	"0.85435"	"5.94e-01"	"5.52e-01"	"-5.61491"	"8.13e-02"	"Tsnax"	"translin-associated factor X"
"10408572"	"0.85435"	"5.94e-01"	"5.51e-01"	"-5.61492"	"5.17e-02"	""	""
"10418038"	"0.85435"	"5.94e-01"	"-5.51e-01"	"-5.61493"	"-6.89e-02"	"Zfp503"	"zinc finger protein 503"
"10469811"	"0.85436"	"5.94e-01"	"-5.51e-01"	"-5.61496"	"-6.82e-02"	"Il1f10"	"interleukin 1 family, member 10"
"10339333"	"0.85436"	"5.94e-01"	"-5.51e-01"	"-5.61497"	"-1.45e-01"	""	""
"10341751"	"0.85439"	"5.94e-01"	"5.51e-01"	"-5.61502"	"2.07e-01"	""	""
"10371446"	"0.85439"	"5.94e-01"	"5.51e-01"	"-5.61503"	"1.16e-01"	"Bpifc"	"BPI fold containing family C"
"10608691"	"0.85439"	"5.94e-01"	"-5.51e-01"	"-5.61505"	"-5.20e-02"	""	""
"10519686"	"0.85439"	"5.94e-01"	"-5.51e-01"	"-5.61506"	"-8.26e-02"	""	""
"10343527"	"0.85439"	"5.94e-01"	"-5.51e-01"	"-5.61509"	"-1.52e-01"	""	""
"10495218"	"0.85439"	"5.94e-01"	"-5.51e-01"	"-5.6151"	"-8.38e-02"	"Alx3"	"aristaless-like homeobox 3"
"10606559"	"0.85446"	"5.95e-01"	"-5.51e-01"	"-5.61516"	"-8.16e-02"	"Vmn2r121"	"vomeronasal 2, receptor 121"
"10405731"	"0.8545"	"5.95e-01"	"5.51e-01"	"-5.61521"	"6.85e-02"	"4933434E20Rik"	"RIKEN cDNA 4933434E20 gene"
"10420013"	"0.8545"	"5.95e-01"	"-5.51e-01"	"-5.61522"	"-6.65e-02"	"Nrl"	"neural retina leucine zipper gene"
"10463229"	"0.85458"	"5.95e-01"	"-5.51e-01"	"-5.61531"	"-5.70e-02"	"Zfyve27"	"zinc finger, FYVE domain containing 27"
"10431051"	"0.85458"	"5.95e-01"	"-5.51e-01"	"-5.61532"	"-9.35e-02"	"Scube1"	"signal peptide, CUB domain, EGF-like 1"
"10410007"	"0.85458"	"5.95e-01"	"5.51e-01"	"-5.6154"	"1.14e-01"	"Fbp1"	"fructose bisphosphatase 1"
"10405691"	"0.85458"	"5.95e-01"	"5.51e-01"	"-5.61542"	"5.01e-02"	"Gm10779"	"predicted gene 10779"
"10340591"	"0.85458"	"5.95e-01"	"-5.51e-01"	"-5.61543"	"-1.14e-01"	""	""
"10374553"	"0.85458"	"5.95e-01"	"-5.51e-01"	"-5.61543"	"-5.51e-02"	"Tmem17"	"transmembrane protein 17"
"10423803"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61545"	"8.64e-02"	""	""
"10400894"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.61545"	"-7.96e-02"	"Gpr135"	"G protein-coupled receptor 135"
"10496202"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61546"	"5.03e-02"	""	""
"10535938"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.61546"	"-5.17e-02"	"N4bp2l1"	"NEDD4 binding protein 2-like 1"
"10358609"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61549"	"5.25e-02"	"Hmcn1"	"hemicentin 1"
"10604713"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61554"	"7.30e-02"	"Arhgef6"	"Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6"
"10455873"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61554"	"1.14e-01"	"Slc12a2"	"solute carrier family 12, member 2"
"10553027"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61554"	"6.70e-02"	"Fut1"	"fucosyltransferase 1"
"10515156"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61558"	"1.01e-01"	"Minpp1"	"multiple inositol polyphosphate histidine phosphatase 1"
"10420747"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.61558"	"-6.81e-02"	"Gata4"	"GATA binding protein 4"
"10402997"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.6156"	"-1.22e-01"	""	""
"10430127"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61563"	"7.14e-02"	"Zfp251"	"zinc finger protein 251"
"10432439"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61566"	"6.92e-02"	"Fmnl3"	"formin-like 3"
"10339208"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.61566"	"-1.67e-01"	""	""
"10423623"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.61573"	"-5.88e-02"	"Erich5"	"glutamate rich 5"
"10353050"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61574"	"8.56e-02"	"Cops5"	"COP9 signalosome subunit 5"
"10533659"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61577"	"6.49e-02"	"Clip1"	"CAP-GLY domain containing linker protein 1"
"10519578"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.61577"	"-6.81e-02"	"Abcb4"	"ATP-binding cassette, sub-family B (MDR/TAP), member 4"
"10479047"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61577"	"1.53e-01"	"Pck1"	"phosphoenolpyruvate carboxykinase 1, cytosolic"
"10443221"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61579"	"6.52e-02"	"Uhrf1bp1"	"UHRF1 (ICBP90) binding protein 1"
"10439009"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.6158"	"-1.06e-01"	"Apod"	"apolipoprotein D"
"10373628"	"0.85458"	"5.95e-01"	"-5.50e-01"	"-5.61583"	"-9.55e-02"	"Olfr798"	"olfactory receptor 798"
"10413419"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61585"	"7.88e-02"	"Arhgef3"	"Rho guanine nucleotide exchange factor (GEF) 3"
"10601296"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61588"	"7.02e-02"	"Pabpc1l2b-ps"	"poly(A) binding protein, cytoplasmic 1-like 2B, pseudogene"
"10606158"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61588"	"7.02e-02"	"Pabpc1l2b-ps"	"poly(A) binding protein, cytoplasmic 1-like 2B, pseudogene"
"10366667"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61589"	"1.09e-01"	"Gns"	"glucosamine (N-acetyl)-6-sulfatase"
"10560510"	"0.85458"	"5.95e-01"	"5.50e-01"	"-5.61591"	"8.10e-02"	"Mark4"	"MAP/microtubule affinity regulating kinase 4"
"10344306"	"0.85458"	"5.96e-01"	"-5.50e-01"	"-5.61596"	"-1.25e-01"	""	""
"10595798"	"0.85458"	"5.96e-01"	"-5.50e-01"	"-5.61597"	"-7.17e-02"	"BC043934"	"cDNA sequence BC043934"
"10453426"	"0.85458"	"5.96e-01"	"-5.49e-01"	"-5.61598"	"-6.91e-02"	"Atp6v1e2"	"ATPase, H+ transporting, lysosomal V1 subunit E2"
"10342102"	"0.85458"	"5.96e-01"	"-5.49e-01"	"-5.61599"	"-1.72e-01"	""	""
"10541753"	"0.85458"	"5.96e-01"	"5.49e-01"	"-5.61601"	"6.80e-02"	"Pianp"	"PILR alpha associated neural protein"
"10545742"	"0.85458"	"5.96e-01"	"-5.49e-01"	"-5.61603"	"-6.84e-02"	"Cd207"	"CD207 antigen"
"10443408"	"0.85458"	"5.96e-01"	"5.49e-01"	"-5.61605"	"9.23e-02"	"Mapk13"	"mitogen-activated protein kinase 13"
"10599118"	"0.85458"	"5.96e-01"	"5.49e-01"	"-5.61606"	"8.43e-02"	""	""
"10603841"	"0.85464"	"5.96e-01"	"-5.49e-01"	"-5.61612"	"-8.51e-02"	""	""
"10343863"	"0.85469"	"5.96e-01"	"-5.49e-01"	"-5.61619"	"-2.10e-01"	""	""
"10424860"	"0.85469"	"5.96e-01"	"-5.49e-01"	"-5.61622"	"-6.34e-02"	"Mroh1"	"maestro heat-like repeat family member 1"
"10355197"	"0.85469"	"5.96e-01"	"-5.49e-01"	"-5.61623"	"-5.80e-02"	""	""
"10340852"	"0.85469"	"5.96e-01"	"5.49e-01"	"-5.61623"	"1.84e-01"	""	""
"10483789"	"0.85469"	"5.96e-01"	"5.49e-01"	"-5.61625"	"6.88e-02"	"Evx2"	"even-skipped homeobox 2"
"10339386"	"0.85469"	"5.96e-01"	"5.49e-01"	"-5.61629"	"1.18e-01"	""	""
"10527516"	"0.85469"	"5.96e-01"	"-5.49e-01"	"-5.6163"	"-8.30e-02"	"Wasf3"	"WAS protein family, member 3"
"10567863"	"0.85469"	"5.96e-01"	"5.49e-01"	"-5.6163"	"8.92e-02"	"Cd19"	"CD19 antigen"
"10493668"	"0.8547"	"5.96e-01"	"5.49e-01"	"-5.61634"	"7.16e-02"	"Nup210l"	"nucleoporin 210-like"
"10364718"	"0.8547"	"5.96e-01"	"5.49e-01"	"-5.61634"	"7.88e-02"	"1600002K03Rik"	"RIKEN cDNA 1600002K03 gene"
"10576354"	"0.8547"	"5.96e-01"	"-5.49e-01"	"-5.61639"	"-7.32e-02"	"Afg3l1"	"AFG3-like AAA ATPase 1"
"10358430"	"0.8547"	"5.96e-01"	"5.49e-01"	"-5.6164"	"5.16e-02"	"Gm9931"	"predicted gene 9931"
"10338080"	"0.8547"	"5.96e-01"	"-5.49e-01"	"-5.6164"	"-1.01e-01"	""	""
"10600736"	"0.85471"	"5.96e-01"	"5.49e-01"	"-5.61645"	"1.02e-01"	""	""
"10356154"	"0.85471"	"5.96e-01"	"-5.49e-01"	"-5.61646"	"-6.69e-02"	"Sphkap"	"SPHK1 interactor, AKAP domain containing"
"10465965"	"0.85471"	"5.96e-01"	"-5.49e-01"	"-5.61647"	"-7.20e-02"	"Ppp1r32"	"protein phosphatase 1, regulatory subunit 32"
"10589640"	"0.85478"	"5.96e-01"	"-5.48e-01"	"-5.61654"	"-9.76e-02"	"Prss46"	"protease, serine 46"
"10344517"	"0.85478"	"5.96e-01"	"5.48e-01"	"-5.61657"	"6.71e-02"	""	""
"10506360"	"0.85478"	"5.96e-01"	"-5.48e-01"	"-5.61659"	"-7.32e-02"	"Sgip1"	"SH3-domain GRB2-like (endophilin) interacting protein 1"
"10342705"	"0.85478"	"5.96e-01"	"-5.48e-01"	"-5.61661"	"-1.26e-01"	""	""
"10458534"	"0.85478"	"5.96e-01"	"5.48e-01"	"-5.61661"	"8.30e-02"	"Pcdh1"	"protocadherin 1"
"10382425"	"0.85478"	"5.96e-01"	"5.48e-01"	"-5.61664"	"5.28e-02"	"Gprc5c"	"G protein-coupled receptor, family C, group 5, member C"
"10343855"	"0.85478"	"5.96e-01"	"5.48e-01"	"-5.61667"	"1.95e-01"	""	""
"10362416"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61674"	"6.56e-02"	"Trdn"	"triadin"
"10351056"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61675"	"-1.02e-01"	"Ankrd45"	"ankyrin repeat domain 45"
"10341887"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61679"	"1.43e-01"	""	""
"10442719"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61679"	"-7.17e-02"	"Ccdc154"	"coiled-coil domain containing 154"
"10339824"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61682"	"9.87e-02"	""	""
"10488459"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61683"	"7.06e-02"	"Zfp442"	"zinc finger protein 442"
"10398338"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61687"	"-1.16e-01"	"Mir665"	"microRNA 665"
"10363132"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61689"	"-6.23e-02"	"Nepn"	"nephrocan"
"10480570"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61691"	"-5.38e-02"	"Arrdc1"	"arrestin domain containing 1"
"10608680"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61691"	"-7.14e-02"	""	""
"10448150"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61692"	"-7.63e-02"	"Vmn2r105"	"vomeronasal 2, receptor 105"
"10425267"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61694"	"7.40e-02"	"Pick1"	"protein interacting with C kinase 1"
"10342515"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61696"	"-1.11e-01"	""	""
"10382538"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61698"	"1.01e-01"	"Armc7"	"armadillo repeat containing 7"
"10343908"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61701"	"-1.04e-01"	""	""
"10363915"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61701"	"7.76e-02"	"Pcdh15"	"protocadherin 15"
"10359504"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61701"	"-6.66e-02"	""	""
"10369920"	"0.85478"	"5.97e-01"	"5.48e-01"	"-5.61703"	"5.13e-02"	"Lrrc75b"	"leucine rich repeat containing 75B"
"10592701"	"0.85478"	"5.97e-01"	"-5.48e-01"	"-5.61703"	"-7.66e-02"	"Tmem136"	"transmembrane protein 136"
"10391084"	"0.85478"	"5.97e-01"	"5.47e-01"	"-5.61704"	"6.35e-02"	"Hap1"	"huntingtin-associated protein 1"
"10467091"	"0.85478"	"5.97e-01"	"5.47e-01"	"-5.61708"	"6.31e-02"	"Atad1"	"ATPase family, AAA domain containing 1"
"10549420"	"0.85478"	"5.97e-01"	"-5.47e-01"	"-5.61708"	"-9.77e-02"	"Tmtc1"	"transmembrane and tetratricopeptide repeat containing 1"
"10505627"	"0.85478"	"5.97e-01"	"-5.47e-01"	"-5.61708"	"-5.32e-02"	"LOC102635467///Gm11412"	"uncharacterized LOC102635467///predicted gene 11412"
"10339189"	"0.85479"	"5.97e-01"	"5.47e-01"	"-5.61711"	"1.09e-01"	""	""
"10338383"	"0.85483"	"5.97e-01"	"5.47e-01"	"-5.61715"	"1.55e-01"	""	""
"10365812"	"0.85483"	"5.97e-01"	"5.47e-01"	"-5.61718"	"9.50e-02"	"4933408J17Rik"	"RIKEN cDNA 4933408J17 gene"
"10454512"	"0.85483"	"5.97e-01"	"5.47e-01"	"-5.61719"	"5.78e-02"	""	""
"10594965"	"0.85485"	"5.97e-01"	"5.47e-01"	"-5.61722"	"6.71e-02"	"Unc13c"	"unc-13 homolog C (C. elegans)"
"10472134"	"0.85487"	"5.97e-01"	"-5.47e-01"	"-5.61725"	"-5.59e-02"	""	""
"10461154"	"0.85492"	"5.97e-01"	"5.47e-01"	"-5.6173"	"1.08e-01"	""	""
"10566705"	"0.85492"	"5.97e-01"	"-5.47e-01"	"-5.61732"	"-5.90e-02"	"Olfr518"	"olfactory receptor 518"
"10437963"	"0.85492"	"5.97e-01"	"-5.47e-01"	"-5.61733"	"-7.48e-02"	"Mzt2"	"mitotic spindle organizing protein 2"
"10518520"	"0.85497"	"5.97e-01"	"5.47e-01"	"-5.61738"	"5.17e-02"	"Ubiad1"	"UbiA prenyltransferase domain containing 1"
"10405163"	"0.85497"	"5.97e-01"	"5.47e-01"	"-5.6174"	"5.86e-02"	"Spin1"	"spindlin 1"
"10371284"	"0.85502"	"5.97e-01"	"-5.47e-01"	"-5.61747"	"-6.18e-02"	"LOC102635990"	"uncharacterized LOC102635990"
"10579043"	"0.85502"	"5.97e-01"	"5.47e-01"	"-5.61747"	"5.16e-02"	"Lzts1"	"leucine zipper, putative tumor suppressor 1"
"10341268"	"0.85509"	"5.98e-01"	"5.47e-01"	"-5.61755"	"1.33e-01"	""	""
"10342821"	"0.85509"	"5.98e-01"	"-5.46e-01"	"-5.61757"	"-9.67e-02"	""	""
"10502785"	"0.85509"	"5.98e-01"	"-5.46e-01"	"-5.61758"	"-7.64e-02"	"Gm10287"	"predicted gene 10287"
"10601729"	"0.85509"	"5.98e-01"	"-5.46e-01"	"-5.61759"	"-6.78e-02"	"Drp2"	"dystrophin related protein 2"
"10588786"	"0.8551"	"5.98e-01"	"5.46e-01"	"-5.61761"	"7.36e-02"	"Uba7"	"ubiquitin-like modifier activating enzyme 7"
"10503902"	"0.8551"	"5.98e-01"	"5.46e-01"	"-5.61763"	"6.02e-02"	"Cnr1"	"cannabinoid receptor 1 (brain)"
"10376747"	"0.85512"	"5.98e-01"	"5.46e-01"	"-5.61766"	"5.97e-02"	"Kcnj12"	"potassium inwardly-rectifying channel, subfamily J, member 12"
"10362271"	"0.85518"	"5.98e-01"	"5.46e-01"	"-5.61771"	"7.39e-02"	""	""
"10343366"	"0.85518"	"5.98e-01"	"-5.46e-01"	"-5.61773"	"-1.22e-01"	""	""
"10559816"	"0.85522"	"5.98e-01"	"-5.46e-01"	"-5.61777"	"-6.10e-02"	"Tctex1d2"	"Tctex1 domain containing 2"
"10540991"	"0.85527"	"5.98e-01"	"-5.46e-01"	"-5.61782"	"-9.11e-02"	"Rho"	"rhodopsin"
"10496001"	"0.8554"	"5.98e-01"	"5.46e-01"	"-5.61794"	"6.95e-02"	"Cfi"	"complement component factor i"
"10485307"	"0.8554"	"5.98e-01"	"5.46e-01"	"-5.61795"	"6.55e-02"	"Mir129-2"	"microRNA 129-2"
"10504763"	"0.8554"	"5.98e-01"	"5.46e-01"	"-5.61796"	"8.27e-02"	"Galnt12"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12"
"10442187"	"0.8554"	"5.98e-01"	"-5.46e-01"	"-5.61798"	"-1.02e-01"	"Vmn1r236"	"vomeronasal 1 receptor 236"
"10341500"	"0.8554"	"5.98e-01"	"-5.46e-01"	"-5.61799"	"-1.58e-01"	""	""
"10423172"	"0.85541"	"5.98e-01"	"5.46e-01"	"-5.61804"	"6.44e-02"	"Golph3"	"golgi phosphoprotein 3"
"10340658"	"0.85541"	"5.98e-01"	"5.46e-01"	"-5.61805"	"8.08e-02"	""	""
"10342603"	"0.85541"	"5.98e-01"	"5.46e-01"	"-5.61805"	"1.03e-01"	""	""
"10338632"	"0.85551"	"5.98e-01"	"-5.45e-01"	"-5.61814"	"-1.31e-01"	""	""
"10458130"	"0.85551"	"5.98e-01"	"5.45e-01"	"-5.61814"	"1.01e-01"	"4933408B17Rik"	"RIKEN cDNA 4933408B17 gene"
"10445145"	"0.85559"	"5.98e-01"	"-5.45e-01"	"-5.61821"	"-9.97e-02"	"Olfr118"	"olfactory receptor 118"
"10400562"	"0.8556"	"5.98e-01"	"-5.45e-01"	"-5.61826"	"-5.73e-02"	""	""
"10563260"	"0.8556"	"5.98e-01"	"-5.45e-01"	"-5.61827"	"-7.01e-02"	"Snrnp70"	"small nuclear ribonucleoprotein 70 (U1)"
"10466200"	"0.8556"	"5.98e-01"	"5.45e-01"	"-5.61827"	"1.03e-01"	"Ms4a7"	"membrane-spanning 4-domains, subfamily A, member 7"
"10453867"	"0.85562"	"5.98e-01"	"-5.45e-01"	"-5.6183"	"-8.69e-02"	"Rbbp8"	"retinoblastoma binding protein 8"
"10442606"	"0.85569"	"5.99e-01"	"5.45e-01"	"-5.61839"	"5.81e-02"	"Meiob"	"meiosis specific with OB domains"
"10468795"	"0.85569"	"5.99e-01"	"-5.45e-01"	"-5.61839"	"-4.98e-02"	"Rab11fip2"	"RAB11 family interacting protein 2 (class I)"
"10338563"	"0.85569"	"5.99e-01"	"5.45e-01"	"-5.61843"	"1.72e-01"	""	""
"10549962"	"0.85569"	"5.99e-01"	"-5.45e-01"	"-5.61844"	"-6.75e-02"	""	""
"10374983"	"0.85569"	"5.99e-01"	"5.45e-01"	"-5.61846"	"8.62e-02"	"Asb3"	"ankyrin repeat and SOCS box-containing 3"
"10341330"	"0.85569"	"5.99e-01"	"-5.45e-01"	"-5.61847"	"-1.58e-01"	""	""
"10374117"	"0.85569"	"5.99e-01"	"5.45e-01"	"-5.61847"	"6.54e-02"	""	""
"10579731"	"0.85569"	"5.99e-01"	"5.45e-01"	"-5.6185"	"7.38e-02"	"Med26"	"mediator complex subunit 26"
"10592414"	"0.85569"	"5.99e-01"	"-5.45e-01"	"-5.61853"	"-1.14e-01"	"Olfr958"	"olfactory receptor 958"
"10454105"	"0.85569"	"5.99e-01"	"5.45e-01"	"-5.61855"	"6.29e-02"	"Dsg1c"	"desmoglein 1 gamma"
"10581890"	"0.85569"	"5.99e-01"	"-5.45e-01"	"-5.61855"	"-5.70e-02"	"Bcar1"	"breast cancer anti-estrogen resistance 1"
"10440593"	"0.8557"	"5.99e-01"	"-5.45e-01"	"-5.61858"	"-6.91e-02"	"Rwdd2b"	"RWD domain containing 2B"
"10344053"	"0.8557"	"5.99e-01"	"5.45e-01"	"-5.6186"	"7.72e-02"	""	""
"10596489"	"0.8557"	"5.99e-01"	"-5.45e-01"	"-5.61862"	"-9.85e-02"	"Gpr62"	"G protein-coupled receptor 62"
"10567520"	"0.85572"	"5.99e-01"	"5.44e-01"	"-5.61865"	"1.04e-01"	"Dnah3"	"dynein, axonemal, heavy chain 3"
"10402266"	"0.85573"	"5.99e-01"	"-5.44e-01"	"-5.61867"	"-8.84e-02"	""	""
"10365125"	"0.85574"	"5.99e-01"	"5.44e-01"	"-5.61869"	"6.70e-02"	""	""
"10406548"	"0.85574"	"5.99e-01"	"5.44e-01"	"-5.61871"	"7.76e-02"	""	""
"10585545"	"0.85576"	"5.99e-01"	"5.44e-01"	"-5.61874"	"5.95e-02"	"Rcn2"	"reticulocalbin 2"
"10474123"	"0.85577"	"5.99e-01"	"5.44e-01"	"-5.61877"	"6.31e-02"	"Commd9"	"COMM domain containing 9"
"10357476"	"0.85586"	"5.99e-01"	"-5.44e-01"	"-5.61884"	"-5.32e-02"	""	""
"10357696"	"0.85586"	"5.99e-01"	"5.44e-01"	"-5.61887"	"8.22e-02"	"Gm10188"	"predicted gene 10188"
